product_id,type,item_no,item_name,29/06/25,06/07/25,13/07/25,20/07/25,27/07/25,03/08/25,10/08/25,17/08/25,24/08/25,31/08/25,07/09/25,14/09/25,21/09/25,28/09/25,05/10/25,12/10/25,19/10/25,26/10/25,02/11/25,09/11/25,16/11/25,23/11/25,30/11/25,07/12/25,14/12/25,21/12/25,28/12/25,04/01/26,11/01/26,18/01/26,25/01/26,01/02/26,08/02/26,15/02/26,22/02/26,01/03/26,08/03/26,15/03/26,22/03/26,29/03/26,05/04/26,12/04/26,19/04/26,26/04/26,03/05/26,10/05/26,17/05/26,24/05/26,31/05/26,07/06/26,14/06/26,21/06/26
P09,Capacity Constraints in Hours,R009,Packaging Line C1,-35.33733421313099,-43.248762784559574,-50.0630484988453,-43.39161992741671,-39.00019135598816,-67.30590564170242,-52.70019135598814,-64.20019135598814,-56.28590564170243,-67.22019135598815,-56.11161992741671,-57.874477070273855,-37.33161992741672,-65.22876278455956,-62.95447707027385,-82.95447707027387,-69.88590564170242,-38.06590564170242,-48.571619927416705,-73.123048498845293,-46.26304849884528,-53.325905641702434,-56.53161992741673,-48.663048498845285,-76.30590564170244,-51.43161992741672,-32.594477070273854,-37.34590564170244,-47.36019135598815,-50.28019135598815,-39.991619927416714,-26.64590564170242,-39.7516199274167,-31.91161992741671,-53.64304849884529,-40.11161992741671,-33.93447707027386,-35.47161992741671,-21.39733421313099,-18.505905641702427,-45.648762784559565,-41.08876278455958,-36.57161992741673,-11.503048498845288,-33.93161992741671,-49.34876278455958,-50.08876278455958,-49.98876278455957,-49.49161992741671,-60.94019135598815,-63.074477070273844,-67.197334213131
P11,Capacity Constraints in Hours,R010,Cooking Vessel A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.696797536566578,0,0,0
P12,Capacity Constraints in Hours,R010,Cooking Vessel A1,-59.53013086989991,-46.48346420323324,-73.93679753656657,-43.22346420323325,-76.49679753656659,-63.096797536566584,-88.93679753656659,-83.82346420323326,-83.07679753656657,-77.64346420323325,-95.5301308698999,-90.78346420323324,-89.95679753656658,-84.2301308698999,-113.03013086989992,-111.28346420323325,-91.13679753656658,-145.86346420323324,-114.29013086989991,-106.33013086989992,-87.92346420323324,-63.73013086989991,-139.98346420323327,-90.75679753656658,-130.15679753656661,-98.5701308698999,-113.15013086989991,-71.5301308698999,-134.75013086989992,-58.70346420323324,-80.61679753656658,-67.23679753656658,-53.136797536566576,-72.24346420323324,-55.1901308698999,-63.630130869899915,-110.97013086989992,-73.41679753656658,-63.78346420323325,-69.37679753656658,-54.156797536566586,-54.11679753656658,-83.76346420323326,-77.58346420323325,-88.16346420323325,-79.28346420323325,-88.59679753656657,-72.07013086989993,-139.76,-81.66346420323323,-136.90346420323326,-98.35679753656659
P13,Capacity Constraints in Hours,R010,Cooking Vessel A1,-148.4,-191.45,-186,-148.1,-116.85,-163.1,-146.35,-184.5,-198,-130.75,-187.75,-206.2,-179.05,-159.2,-190.25,-179.6,-149.55,-169.45,-152.95,-160.1,-125.9,-162.05,-136.8,-141.65,-188.45,-195.1,-145.95,-142.2,-130.65,-130.3,-129.25,-123.65,-133.6,-123.8,-113.6,-119,-126.25,-131,-142.3,-127.1,-107.55,-132.9,-111.1,-107.1,-108,-173,-124.95,-121.2,-113.4,-137.2,-139.5,-161
P14,Capacity Constraints in Hours,R010,Cooking Vessel A1,-176.93333333333334,-154.06666666666666,-179.93333333333334,-160.26666666666668,-166.33333333333334,-160.33333333333334,-170.13333333333333,-158.13333333333333,-193.93333333333334,-164.66666666666666,-178.93333333333334,-214.66666666666666,-186.2,-178.66666666666666,-176.46666666666667,-166.86666666666667,-167.46666666666667,-204.66666666666666,-195.6,-189.26666666666668,-192.66666666666666,-189.86666666666667,-204.06666666666666,-196.93333333333334,-195.33333333333334,-191.4,-205.2,-156.66666666666666,-149,-153.46666666666667,-183.13333333333333,-165.26666666666668,-170.26666666666668,-180.8,-185.86666666666667,-159.33333333333334,-179.06666666666666,-150.33333333333334,-152.06666666666666,-189.6,-134,-150.06666666666666,-159,-204.53333333333333,-170.8,-172.2,-173.86666666666667,-191.8,-185.6,-226.8,-159.13333333333333,-167.93333333333334
P10,Capacity Constraints in Hours,R010,Cooking Vessel A1,-114.88,-108.48,-117.16,-95.6,-116.28,-109.8,-129.56,-105.44,-110.04,-119.08,-130.12,-101.68,-109.48,-119.32,-108.32,-111.68,-104.84,-122.36,-113.88,-126.76,-102,-103.24,-94.88,-131.4,-96.64,-123.72,-92.28,-102.48,-108.64,-140.84,-117.64,-97.36,-101.4,-110.48,-98.92,-109.32,-103.4,-88.12,-92.84,-100.04,-124.96,-120.56,-100.36,-93.68,-89.16,-96.4,-89.6,-112.04,-90.12,-104.04,-95.84,-106.92
P11,Capacity Constraints in Hours,R011,Retort Machine A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P12,Capacity Constraints in Hours,R011,Retort Machine A1,-32.258440558671495,-21.125107225338155,-44.306059606290546,-18.306059606290546,-46.401297701528634,-35.03939293962388,-57.05844055867149,-52.44415484438579,-52.17272627295722,-47.363202463433396,-62.41558341581435,-58.57748817771912,-57.639392939623875,-52.963202463433404,-76.95367865390959,-75.77272627295721,-58.69653579676674,-105.29653579676673,-77.92034532057626,-71.88701198724293,-55.91558341581437,-35.348916749147705,-100.1584405586715,-58.463202463433404,-91.96796436819531,-65.09177389200482,-77.04891674914771,-42.201297701528645,-95.9584405586715,-31.48225008248103,-50.02986913010008,-38.672726272957206,-26.758440558671495,-42.99177389200483,-28.31558341581436,-35.52510722533816,-76.04415484438579,-44.10605960629054,-35.629869130100076,-40.40129770152865,-27.729869130100084,-27.69653579676674,-52.54891674914769,-47.25367865390959,-56.27748817771912,-48.725107225338164,-56.44415484438578,-42.39653579676674,-100.90605960629055,-50.71558341581435,-97.06320246343341,-64.54415484438579
P13,Capacity Constraints in Hours,R011,Retort Machine A1,-118.72,-153.16,-148.8,-118.48,-93.48,-130.48,-117.08,-147.6,-158.4,-104.6,-150.2,-164.96,-143.24,-127.36,-152.2,-143.68,-119.64,-135.56,-122.36,-128.08,-100.72,-129.64,-109.44,-113.32,-150.76,-156.08,-116.76,-113.76,-104.52,-104.24,-103.4,-98.92,-106.88,-99.04,-90.88,-95.2,-101,-104.8,-113.84,-101.68,-86.04,-106.32,-88.88,-85.68,-86.4,-138.4,-99.96,-96.96,-90.72,-109.76,-111.6,-128.8
P14,Capacity Constraints in Hours,R011,Retort Machine A1,-132.7,-115.55,-134.95,-120.2,-124.75,-120.25,-127.6,-118.6,-145.45,-123.5,-134.2,-161,-139.65,-134,-132.35,-125.15,-125.6,-153.5,-146.7,-141.95,-144.5,-142.4,-153.05,-147.7,-146.5,-143.55,-153.9,-117.5,-111.75,-115.1,-137.35,-123.95,-127.7,-135.6,-139.4,-119.5,-134.3,-112.75,-114.05,-142.2,-100.5,-112.55,-119.25,-153.4,-128.1,-129.15,-130.4,-143.85,-139.2,-170.1,-119.35,-125.95
P10,Capacity Constraints in Hours,R011,Retort Machine A1,-95.73333333333333,-90.4,-97.63333333333334,-79.66666666666667,-96.9,-91.5,-107.96666666666667,-87.86666666666666,-91.7,-99.23333333333333,-108.43333333333334,-84.73333333333333,-91.23333333333333,-99.43333333333334,-90.26666666666667,-93.06666666666666,-87.36666666666666,-101.96666666666667,-94.9,-105.63333333333334,-85,-86.03333333333333,-79.06666666666666,-109.5,-80.53333333333333,-103.1,-76.9,-85.4,-90.53333333333333,-117.36666666666666,-98.03333333333333,-81.13333333333334,-84.5,-92.06666666666666,-82.43333333333334,-91.1,-86.16666666666667,-73.43333333333334,-77.36666666666666,-83.36666666666666,-104.13333333333334,-100.46666666666667,-83.63333333333334,-78.06666666666666,-74.3,-80.33333333333333,-74.66666666666667,-93.36666666666666,-75.1,-86.7,-79.86666666666666,-89.1
P11,Capacity Constraints in Hours,R012,Aseptic Packaging A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P12,Capacity Constraints in Hours,R012,Aseptic Packaging A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.269422632794445,-4.889422632794449,0,-25.75942263279444,-7.144422632794431,-1.539422632794441,0,0,-22.334422632794443,0,-16.194422632794442,0,-6.349422632794457,0,-18.894422632794445,0,0,0,0,0,0,0,-4.134422632794454,0,0,0,0,0,0,0,0,0,0,0,-22.25942263279444,0,-20.964422632794452,0
P13,Capacity Constraints in Hours,R012,Aseptic Packaging A1,-57.749422632794435,-74.46942263279445,-88.19513691850874,-47.76799406136587,-50.32085120422303,-68.57942263279445,-74.64799406136589,-93.62299406136587,-100.50227977565157,-58.97370834708015,-102.57013691850874,-110.02299406136586,-94.25370834708016,-79.23085120422301,-108.71428571428571,-102.62857142857143,-78.0565654899373,-96.82857142857142,-87.4,-91.48571428571428,-62.64227977565157,-68.60442263279444,-78.17142857142858,-73.21727977565156,-107.68571428571428,-108.52013691850873,-83.4,-61.76656548993729,-74.65714285714286,-46.98156548993731,-59.776565489937326,-48.43156548993731,-45.477279775651596,-51.492279775651596,-35.493708347080144,-43.669422632794436,-72.14285714285714,-56.19656548993731,-57.10370834708016,-51.79799406136587,-31.101565489937286,-45.56227977565159,-51.48013691850874,-45.48442263279445,-52.39370834708017,-84.1465654899373,-62.554422632794456,-50.37156548993731,-64.8,-65.16942263279444,-79.71428571428571,-89.28942263279444
P14,Capacity Constraints in Hours,R012,Aseptic Packaging A1,-88.46666666666667,-77.03333333333333,-89.96666666666667,-80.13333333333334,-83.16666666666667,-80.16666666666667,-85.06666666666666,-79.06666666666666,-96.96666666666667,-82.33333333333333,-89.46666666666667,-107.33333333333333,-93.1,-89.33333333333333,-88.23333333333333,-83.43333333333334,-83.73333333333333,-102.33333333333333,-97.8,-94.63333333333334,-96.33333333333333,-94.93333333333334,-102.03333333333333,-98.46666666666667,-97.66666666666667,-95.7,-102.6,-78.33333333333333,-74.5,-76.73333333333333,-91.56666666666666,-82.63333333333334,-85.13333333333334,-90.4,-92.93333333333334,-79.66666666666667,-89.53333333333333,-75.16666666666667,-76.03333333333333,-94.8,-67,-75.03333333333333,-79.5,-102.26666666666667,-85.4,-86.1,-86.93333333333334,-95.9,-92.8,-113.4,-79.56666666666666,-83.96666666666667
